_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
530,"Royal Mail, Johnson Matthey lead FTSE lower",Royal Mail,NEG,headline,Stock Affairs,Stock Price Movement,Trading Companies & Distributors
539,Sainsbury sales slip again as price pressures take a toll,Sainsbury,NEG,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
540,Sophos aims to raise $100m in London IPO,Sophos,POS,headline,Stock Affairs,Stock Status,Software
541,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,Lehman,POS,headline,Financing and Investment,Mergers and Acquisitions,Capital Markets
545,Borealis Infrastructure putting together new Severn Trent bid,Severn Trent,POS,headline,Financing and Investment,Mergers and Acquisitions,Water Utilities
546,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",easyjet,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Passenger Airlines
547,Johnson Matthey share price slumps as company posts full-year results,Johnson Matthey,NEG,headline,Stock Affairs,Stock Price Movement,Chemicals
548,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,Lehman,POS,headline,Compliance and Credit,Company Litigation,Capital Markets
548,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,Barclays,POS,headline,Compliance and Credit,Legal Affairs,Banks
55,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,Blinkbox,NEG,headline,Business Operations,Other Business Operations Affairs,Entertainment
55,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,Tesco,NEG,headline,Business Operations,Other Business Operations Affairs,Consumer Staples Distribution & Retail
552,Petrofac books further Â£30m cost for Shetland gas terminal delays,Petrofac,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Energy Equipment & Services
553,Petrofac share price rises despite Â£30m costs on North Sea project,Petrofac,POS,headline,Stock Affairs,Stock Price Movement,Energy Equipment & Services
554,Whitbread boss Andy Harrison defends sales fall as 'just a blip',Whitbread,NEG,headline,Financial Affairs,Other Financial Affairs,"Hotels, Restaurants & Leisure"
555,Barclays share price subdued as bank faces fresh forex probe,Barclays,NEG,headline,Stock Affairs,Stock Price Movement,Banks
556,CompaniesActelion shares hit record on Shire takeover talk,Actelion,POS,headline,Business Operations,Other Business Operations Affairs,Biotechnology
556,CompaniesActelion shares hit record on Shire takeover talk,Shire,POS,headline,Business Operations,Other Business Operations Affairs,Pharmaceuticals
56,"FDA approves NPS drug, in move validating Shire takeover deal",Shire,POS,headline,Financing and Investment,Mergers and Acquisitions,Pharmaceuticals
563,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,LSE,POS,headline,Compliance and Credit,Regulatory Inquiries,Energy Equipment & Services
573,Diageo Shares Surge on Report of Possible Takeover by Lemann,Diageo,POS,headline,Stock Affairs,Stock Price Movement,Beverages
576,RBS chairman admits surprise at size of regulatory penalties,RBS,NEG,headline,Compliance and Credit,Regulatory Inquiries,Banks
584,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,Towergate,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Insurance
590,Johnson Matthey raises prospect of investor payout,Johnson Matthey,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Chemicals
593,InterContinental Hotels Denies Reports of Starwood Merger Talks,Starwood,NEG,headline,Business Operations,Other Business Operations Affairs,Diversified REITs
594,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,Hikma,POS,headline,Stock Affairs,Stock Price Movement,Pharmaceuticals
60,Ocwen Reaches Settlement With California Regulator,Ocwen,POS,headline,Compliance and Credit,Company Litigation,Financial Services
601,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,AstraZeneca,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
602,AstraZeneca suffers setback after drug fails to treat eye cancer,AstraZeneca,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Pharmaceuticals
613,British American Tobacco first-half sales hurt by currency moves,British American Tobacco,NEG,headline,Stock Affairs,Other Stock Affairs,Tobacco
614,Zurich Insurance Considering Offer for UK Rival RSA Insurance,Zurich Insurance,POS,headline,Business Operations,Other Business Operations Affairs,Insurance
616,Japan's Nikkei lands Financial Times in $1.3 billion deal,Nikkei,POS,headline,Business Operations,Initiating Cooperation,Capital Markets
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",UBS,NEG,headline,Compliance and Credit,Company Litigation,Banks
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",HSBC,NEG,headline,Compliance and Credit,Company Litigation,Banks
622,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",Coutts,NEG,headline,Compliance and Credit,Company Litigation,Consumer Finance
624,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,Sanofi,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
627,Sainsbury sells unit to LloydsPharmacy,Sainsbury,POS,headline,Business Operations,Initiating Cooperation,Consumer Staples Distribution & Retail
632,BAE Systems's sales boosted by European Typhoon and currencies,BAE Systems,POS,headline,Financial Affairs,Other Financial Affairs,Aerospace & Defense
634,"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",Royal Mail,NEG,headline,Compliance and Credit,Legal Affairs,Trading Companies & Distributors
17425,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,SBUX,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
17431,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17436,Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,MSFT,POS,post,Business Operations,Other Business Operations Affairs,Software
17437,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",AAPL,POS,post,Financial Affairs,Other Financial Affairs,Household Durables
17446,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
17453,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,GILD,NEG,post,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
17455,Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
17457,"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",CTRP,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17471,Deutsche Bank cuts $SBUX,SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
17477,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",FAST,NEG,post,Financial Affairs,Profit Announcement,Trading Companies & Distributors
17508,$TSLA recall,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17512,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,SYMC,POS,post,Stock Affairs,Other Stock Affairs,Software
17514,#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,SBUX,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
17525,#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17539,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,SBUX,POS,post,Business Operations,Other Business Operations Affairs,"Hotels, Restaurants & Leisure"
17542,Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
17555,$ISRG Break out confirmed. Bought Leaps. Good trading!,ISRG,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
17558,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",ENDP,POS,post,Business Operations,Other Business Operations Affairs,Biotechnology
17562,$FB & $TSLA cracking lower early. $short #correction #stocks,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
17590,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,ZNGA,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17591,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,TSLA,NEG,post,Stock Affairs,Other Stock Affairs,Automobiles
17631,"$AMZN trades in mid to upper range. No break out yet, either direction",AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
17636,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,TSLA,POS,post,Business Operations,Product Dynamics,Automobiles
17637,$NFLX and $TSLA making all kinds of gains 📈,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17638,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",FAST,NEG,post,Stock Affairs,Stock Price Movement,Trading Companies & Distributors
17669,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,SPY,POS,post,Stock Affairs,Other Stock Affairs,Financial Services
17670,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17671,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,ENDP,NEG,post,Compliance and Credit,Company Litigation,Biotechnology
17688,$TSLA weakest in todays DT watchlist,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
17692,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17724,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,IBB,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17729,"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",TSLA,POS,post,Financial Affairs,Other Financial Affairs,Automobiles
17732,"took some $ENDP long this am, using VWAP as guide",ENDP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17733,"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
17758,$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
17759,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",ISRG,POS,post,Financial Affairs,Other Financial Affairs,Health Care Equipment & Supplies
17764,$NFLX I say it's time to short at this point.,NFLX,NEG,post,Stock Affairs,Other Stock Affairs,Entertainment
17773,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,TSLA,POS,post,Stock Affairs,Other Stock Affairs,Automobiles
17780,$FB slight green... May be runner later,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17784,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
17793,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17794,Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,JNPR,NEG,post,Financial Affairs,Profit Announcement,Communications Equipment
17798,"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",ATVI,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17805,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,CTRP,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17807,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",TSLA,NEG,post,Stock Affairs,Other Stock Affairs,Automobiles
17822,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,YHOO,POS,post,Financing and Investment,Mergers and Acquisitions,Interactive Media & Services
17823,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",STX,POS,post,Stock Affairs,Stock Price Movement,"Technology Hardware, Storage & Peripherals"
17831,"$FB trend, hits mid 110's and drops",FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17833,$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,PCLN,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17840,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,FB,NEG,post,Financial Affairs,Other Financial Affairs,Interactive Media & Services
17845,$TSLA recall model X https://t.co/b7izYa4BuE,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17851,"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17856,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,TSLA,NEG,post,Business Operations,Product Dynamics,Automobiles
17858,"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",QCOM,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
17866,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,TSCO,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
17869,$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,TRIP,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
17903,Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,GOOGL,POS,post,Stock Affairs,Other Stock Affairs,Interactive Media & Services
17909,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,NFLX,NEG,post,Stock Affairs,Stock Price Movement,Entertainment
17925,Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,BBBY,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
17952,Added long at friday close  $SPY $LABU $BLUE $AMZN,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
17956,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",BAC,NEG,post,Stock Affairs,Other Stock Affairs,Banks
17962,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,TWTR,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
